Department,Region,quarter,Revenue,Revenue Goal,Margin,Margin Goal,Sales Quantity,Customers,KPi Achieved
Channel Sales,Bali,2019Q3,407.7,1404,0.44,0.52,2,5,NO
Key Accounts,Jawa,2019Q3,5460.88,10884.65,0.31,0.31,38,168,NO
Sales Analytics,Sumatra,2019Q3,6438.95,8003.96,0.21,0.23,42,211,NO
Customer Success,Kalimantan,2019Q3,4080.27,7484.82,0.35,0.2,30,138,NO
Sales Training,Papua,2019Q3,10291.19,9604.98,0.48,0.27,77,379,YES
Strategic Partnerships,Sulawesi,2019Q3,2231.02,6579.52,0.42,0.29,19,66,NO
Sales Support,NTB,2019Q3,9318.73,4919.25,0.14,0.38,68,317,YES
Retail Sales,Bali,2019Q3,7288.19,2574.07,0.13,0.19,54,255,YES
E-commerce Sales,Jawa,2019Q3,1098.7,10618.98,0.39,0.25,6,26,NO
Enterprise Sales,Sumatra,2019Q3,2618.87,6120.83,0.24,0.15,20,32,NO
International Sales,Kalimantan,2019Q3,3095.45,4075.25,0.32,0.28,23,78,NO
Sales Administration,Papua,2019Q3,2037.45,1675.82,0.49,0.47,12,58,YES
Sales Engineering,Sulawesi,2019Q3,179.83,1390.11,0.61,0.47,2,3,NO
Sales Operations,NTB,2019Q3,2368.11,5543.86,0.17,0.21,17,76,NO
Inside Sales,Bali,2019Q3,11167.84,7994.17,0.3,0.24,93,248,YES
Outside Sales,Jawa,2019Q3,6291.92,3573.42,0.19,0.19,39,104,YES
Account Management,Sumatra,2019Q3,5790.75,5312.46,0.27,0.19,37,146,YES
Business Development,Kalimantan,2019Q3,3609.42,2133.84,0.12,0.16,26,99,YES
Sales Enablement,Papua,2019Q3,3846.66,3019.56,0.26,0.58,26,68,YES
Channel Sales,Sulawesi,2019Q3,2298.15,3227.11,0.44,0.58,19,51,NO
Key Accounts,NTB,2019Q3,11946.58,10025.25,0.23,0.33,85,270,YES
Sales Analytics,Bali,2019Q3,7319,2851.89,0.12,0.26,51,119,YES
Customer Success,Jawa,2019Q3,3207.5,4872.03,0.17,0.26,23,47,NO
Sales Training,Sumatra,2019Q3,6905.1,5219.21,0.17,0.26,50,235,YES
Strategic Partnerships,Kalimantan,2019Q3,8161.31,9769.74,0.35,0.35,64,140,NO
Sales Support,Papua,2019Q3,13738.45,6755.39,0.4,0.36,103,546,YES
Retail Sales,Sulawesi,2019Q3,8643.08,6256.18,0.16,0.17,69,254,YES
E-commerce Sales,NTB,2019Q3,4022.3,6106.46,0.19,0.26,33,83,NO
Enterprise Sales,Bali,2019Q3,9253.46,5734.49,0.12,0.15,62,267,YES
International Sales,Jawa,2019Q3,5936.99,2331.88,0.27,0.25,49,227,YES
Sales Administration,Sumatra,2019Q3,70.19,1725.25,0.52,0.5,3,11,NO
Sales Engineering,Kalimantan,2019Q3,1974.71,2770.43,0.52,0.38,12,45,NO
Sales Operations,Papua,2019Q3,8326.58,2901.12,0.2,0.18,55,199,YES
Inside Sales,Sulawesi,2019Q3,11550.27,6270.9,0.09,0.22,90,340,YES
Outside Sales,NTB,2019Q3,1343.28,7948.02,0.2,0.18,10,47,NO
Account Management,Bali,2019Q3,7485.08,1925.3,0.2,0.2,59,180,YES
Business Development,Jawa,2019Q3,8977.62,3990.94,0.21,0.17,65,260,YES
Sales Enablement,Sumatra,2019Q3,1479.65,2254.21,0.76,0.6,10,19,NO
Channel Sales,Kalimantan,2019Q3,2791.56,3050.67,0.24,0.56,16,72,NO
Key Accounts,Papua,2019Q3,9528.86,7609.51,0.34,0.26,73,348,YES
Sales Analytics,Sulawesi,2019Q3,6803.96,7447.02,0.42,0.29,47,117,NO
Customer Success,NTB,2019Q3,9180.72,2578.13,0.29,0.21,67,235,YES
Sales Training,Bali,2019Q3,13519.44,3071.69,0.26,0.36,124,242,YES
Strategic Partnerships,Jawa,2019Q3,5563.11,7300.46,0.17,0.36,37,126,NO
Sales Support,Sumatra,2019Q3,13220.99,6386.65,0.45,0.35,145,312,YES
Retail Sales,Kalimantan,2019Q3,2736.21,6156.45,0.11,0.21,19,79,NO
E-commerce Sales,Papua,2019Q3,7981.65,4764.3,0.19,0.26,63,274,YES
Enterprise Sales,Sulawesi,2019Q3,1391.31,5477.8,0.22,0.2,8,41,NO
International Sales,NTB,2019Q3,6820.79,5873.05,0.11,0.27,55,279,YES
Sales Administration,Bali,2019Q3,1280.53,768.81,0.25,0.38,6,19,YES
Sales Engineering,Jawa,2019Q3,2714.38,2249.69,0.63,0.49,21,55,YES
Sales Operations,Sumatra,2019Q3,5503.7,5425.09,0.1,0.23,37,59,YES
Inside Sales,Kalimantan,2019Q3,11335.15,8078.54,0.3,0.18,91,233,YES
Outside Sales,Papua,2019Q3,2729.52,7264.46,0.28,0.22,16,48,NO
Account Management,Sulawesi,2019Q3,600.07,4993.19,0.24,0.17,2,6,NO
Business Development,NTB,2019Q3,4779,6372.97,0.19,0.15,36,153,NO
Sales Enablement,Bali,2019Q3,968.67,1345.12,0.22,0.44,7,18,NO
Channel Sales,Jawa,2019Q3,4140.13,1834.93,0.56,0.5,32,148,YES
Key Accounts,Sumatra,2019Q3,8583.14,9970.43,0.23,0.25,69,250,NO
Sales Analytics,Kalimantan,2019Q3,2817.91,7851.52,0.36,0.26,16,45,NO
Customer Success,Papua,2019Q3,1680.99,7584.28,0.11,0.21,12,43,NO
Sales Training,Sulawesi,2019Q3,8893.46,3754.37,0.29,0.38,71,300,YES
Strategic Partnerships,NTB,2019Q3,6818.68,3338.19,0.23,0.39,55,253,YES
Sales Support,Bali,2019Q3,4464.84,3236.94,0.29,0.35,36,128,YES
Retail Sales,Jawa,2019Q3,10883.75,7168.78,0.1,0.2,78,389,YES
E-commerce Sales,Sumatra,2019Q3,7382.65,10390,0.3,0.29,54,198,NO
Enterprise Sales,Kalimantan,2019Q3,2950.11,5611.66,0.13,0.2,21,57,NO
International Sales,Papua,2019Q3,777.42,7581.88,0.14,0.25,7,29,NO
Sales Administration,Sulawesi,2019Q3,3077.37,1939.61,0.27,0.43,24,93,YES
Sales Engineering,NTB,2019Q3,3343.85,2343.76,0.65,0.5,23,119,YES
Sales Operations,Bali,2019Q3,3109.06,7950.98,0.31,0.19,21,33,NO
Inside Sales,Jawa,2019Q3,3405.52,6133.82,0.18,0.19,23,87,NO
Outside Sales,Sumatra,2019Q3,9466.96,2660.92,0.12,0.22,78,297,YES
Account Management,Kalimantan,2019Q3,5677.96,5962.07,0.26,0.17,39,119,NO
Business Development,Papua,2019Q3,2283.26,5058.44,0.27,0.16,16,48,NO
Sales Enablement,Sulawesi,2019Q3,1858.43,1651.92,0.48,0.42,15,36,YES
Channel Sales,NTB,2019Q3,2916.74,2800.04,0.5,0.5,17,72,YES
Key Accounts,Bali,2019Q3,9221.37,10403.57,0.35,0.31,67,258,NO
Sales Analytics,Jawa,2019Q3,2092.54,7948.22,0.18,0.29,13,29,NO
Customer Success,Sumatra,2019Q3,5751.32,4316.94,0.38,0.29,41,73,YES
Sales Training,Kalimantan,2019Q3,6965.12,6335.74,0.17,0.38,50,118,YES
Strategic Partnerships,Papua,2019Q3,10556.91,6031.14,0.21,0.36,71,262,YES
Sales Support,Sulawesi,2019Q3,4379.82,4989.15,0.42,0.34,32,135,NO
Retail Sales,NTB,2019Q3,1339.48,6474.91,0.32,0.21,8,39,NO
E-commerce Sales,Bali,2019Q3,4733.69,9896.17,0.2,0.33,36,139,NO
Enterprise Sales,Jawa,2019Q3,7424.71,6728.68,0.13,0.15,51,251,YES
International Sales,Sumatra,2019Q3,3716.21,5688.2,0.15,0.23,26,72,NO
Sales Administration,Kalimantan,2019Q3,1222.99,1073.76,0.65,0.47,7,22,YES
Sales Engineering,Papua,2019Q3,2818.55,2050.78,0.2,0.43,19,62,YES
Sales Operations,Sulawesi,2019Q3,681.1,2826.17,0.32,0.2,6,21,NO
Inside Sales,NTB,2019Q3,6692.69,8952.49,0.3,0.2,49,100,NO
Outside Sales,Bali,2019Q3,9159.21,6283.57,0.18,0.22,64,245,YES
Account Management,Jawa,2019Q3,8943.95,6065.97,0.11,0.15,72,327,YES
Business Development,Sumatra,2019Q3,4963.36,4609.32,0.2,0.19,32,131,YES
Sales Enablement,Kalimantan,2019Q3,3282.88,2788.45,0.8,0.44,25,131,YES
Channel Sales,Papua,2019Q3,4532.17,3568.55,0.78,0.52,30,153,YES
Key Accounts,Sulawesi,2019Q3,8177.12,5869.25,0.4,0.24,59,299,YES
Sales Analytics,NTB,2019Q3,9029.3,7997.86,0.28,0.23,68,113,YES
Customer Success,Bali,2019Q3,7590.77,2171.01,0.16,0.28,54,252,YES
Sales Training,Jawa,2019Q3,10917.86,9405.54,0.45,0.3,93,448,YES
Strategic Partnerships,Sumatra,2019Q3,1165.47,4944.06,0.44,0.35,7,23,NO
Sales Support,Kalimantan,2019Q3,1114.84,4264.99,0.33,0.36,6,22,NO
Retail Sales,Papua,2019Q3,9735.6,3735.95,0.22,0.21,81,158,YES
E-commerce Sales,Sulawesi,2019Q3,10245.93,8994.81,0.12,0.28,69,200,YES
Enterprise Sales,NTB,2019Q3,2681.89,5188.55,0.24,0.15,20,83,NO
International Sales,Bali,2019Q3,8133.06,2112.33,0.27,0.24,62,230,YES
Sales Administration,Jawa,2019Q3,3074.4,2573.82,0.58,0.45,23,53,YES
Sales Engineering,Sumatra,2019Q3,2090.41,2574.82,0.7,0.47,15,64,NO
Sales Operations,Kalimantan,2019Q3,1597.13,3292.42,0.2,0.18,11,26,NO
Inside Sales,Papua,2019Q3,6321.11,4376.85,0.22,0.18,47,152,YES
Outside Sales,Sulawesi,2019Q3,639.8,8156.5,0.1,0.22,3,6,NO
Account Management,NTB,2019Q3,2852.4,6795.63,0.26,0.2,20,54,NO
Business Development,Bali,2019Q3,2081.13,6939.63,0.2,0.17,12,40,NO
Sales Enablement,Jawa,2019Q3,2843.17,1078.66,0.72,0.4,20,86,YES
Channel Sales,Sumatra,2019Q3,1569.94,958.52,0.46,0.42,11,35,YES
Key Accounts,Kalimantan,2019Q3,7495.81,11242.78,0.3,0.29,58,159,NO
Sales Analytics,Papua,2019Q3,6300.89,10325.29,0.13,0.26,46,212,NO
Customer Success,Sulawesi,2019Q3,4625.58,4496.06,0.28,0.23,37,64,YES
Sales Training,NTB,2019Q3,8749.79,9679.46,0.48,0.35,65,319,NO
Strategic Partnerships,Bali,2019Q3,5309.88,6352.69,0.27,0.34,39,74,NO
Sales Support,Jawa,2019Q3,8684.64,5932.17,0.2,0.36,62,223,YES
Retail Sales,Sumatra,2019Q3,8895.45,7608.24,0.22,0.21,67,109,YES
E-commerce Sales,Kalimantan,2019Q3,11611.23,5453.31,0.25,0.29,84,193,YES
Enterprise Sales,Papua,2019Q3,5425.49,5509.16,0.26,0.14,38,91,NO
International Sales,Sulawesi,2019Q3,2551.29,2338.88,0.39,0.24,17,74,YES
Sales Administration,NTB,2019Q3,1513.14,781.69,0.63,0.52,10,47,YES
Sales Engineering,Bali,2019Q3,1271.69,1154,0.65,0.41,6,24,YES
Sales Operations,Jawa,2019Q3,5761.68,8333.59,0.08,0.19,38,196,NO
Inside Sales,Sumatra,2019Q3,8419.38,9352.05,0.3,0.18,68,227,NO
Outside Sales,Kalimantan,2019Q3,1170.04,5851.27,0.18,0.22,10,33,NO
Account Management,Papua,2019Q3,8241.83,2641.22,0.22,0.15,63,326,YES
Business Development,Sulawesi,2019Q3,6532.95,5724.55,0.2,0.2,45,70,YES
Sales Enablement,NTB,2019Q3,4032.41,2493.26,0.42,0.42,32,147,YES
Channel Sales,Bali,2019Q3,231.82,1366.08,0.7,0.44,2,4,NO
Key Accounts,Jawa,2019Q3,12582.83,3501.66,0.18,0.25,155,686,YES
Sales Analytics,Sumatra,2019Q3,1952.68,3018.1,0.22,0.23,15,33,NO
Customer Success,Kalimantan,2019Q3,5048.44,3045.36,0.35,0.29,30,53,YES
Sales Training,Papua,2019Q3,9080.72,8932.7,0.31,0.36,68,108,YES
Strategic Partnerships,Sulawesi,2019Q3,6167.23,9409.82,0.26,0.35,43,117,NO
Sales Support,NTB,2019Q3,10884.9,9787.21,0.17,0.29,80,210,YES
Retail Sales,Bali,2019Q3,6482.91,9022.42,0.22,0.22,42,142,NO
E-commerce Sales,Jawa,2019Q3,9925.71,5310.1,0.21,0.32,77,384,YES
Enterprise Sales,Sumatra,2019Q3,1522.55,6857.56,0.07,0.2,8,34,NO
International Sales,Kalimantan,2019Q3,3677.32,4344.18,0.38,0.27,28,103,NO
Sales Administration,Papua,2019Q3,843.68,1073.57,0.49,0.43,3,13,NO
Sales Engineering,Sulawesi,2019Q3,455.39,1242.13,0.58,0.5,2,6,NO
Sales Operations,NTB,2019Q3,2031.33,6327.24,0.24,0.23,12,46,NO
Inside Sales,Bali,2019Q3,10431.74,9316.11,0.3,0.22,75,330,YES
Outside Sales,Jawa,2019Q3,2458.16,9638.54,0.2,0.19,15,55,NO
Account Management,Sumatra,2019Q3,6706.16,5260.94,0.18,0.14,50,249,YES
Business Development,Kalimantan,2019Q3,6748.93,2956.18,0.25,0.2,49,166,YES
Sales Enablement,Papua,2019Q3,3792.56,3092.77,0.5,0.52,26,108,YES
Channel Sales,Sulawesi,2019Q3,2682.18,1031.19,0.4,0.42,21,104,YES
Key Accounts,NTB,2019Q3,7146.37,10158.52,0.39,0.33,47,190,NO
Sales Analytics,Bali,2019Q3,2886.64,3661.2,0.25,0.26,17,73,NO
Customer Success,Jawa,2019Q3,3171.44,2700.79,0.22,0.23,24,74,YES
Sales Training,Sumatra,2019Q3,11266.42,6975.02,0.16,0.36,84,304,YES
Strategic Partnerships,Kalimantan,2019Q3,7380.18,3225.35,0.4,0.36,55,187,YES
Sales Support,Papua,2019Q3,6082.85,9541.32,0.38,0.38,45,208,NO
Retail Sales,Sulawesi,2019Q3,9604.57,2893.57,0.11,0.17,72,250,YES
E-commerce Sales,NTB,2019Q3,2280.93,7433.77,0.41,0.25,17,63,NO
Enterprise Sales,Bali,2019Q3,7707.72,6026.71,0.12,0.17,62,292,YES
International Sales,Jawa,2019Q3,3462.84,7280.42,0.19,0.26,25,66,NO
Sales Administration,Sumatra,2019Q3,2619.75,1193.8,0.52,0.47,21,92,YES
Sales Engineering,Kalimantan,2019Q3,1926.57,2206.36,0.27,0.54,13,70,NO
Sales Operations,Papua,2019Q3,7317.97,4016.61,0.24,0.22,54,218,YES
Inside Sales,Sulawesi,2019Q3,9128.13,6536.43,0.1,0.2,65,108,YES
Outside Sales,NTB,2019Q3,3599.7,8326.33,0.1,0.22,28,67,NO
Account Management,Bali,2019Q3,3166.5,4400.56,0.19,0.17,23,90,NO
Business Development,Jawa,2019Q3,8321.34,2158.67,0.13,0.2,62,188,YES
Sales Enablement,Sumatra,2019Q3,1707.86,2380.92,0.54,0.48,11,44,NO
Channel Sales,Kalimantan,2019Q3,608.91,2755.43,0.7,0.54,2,3,NO
Key Accounts,Papua,2019Q3,7410.65,8550.88,0.33,0.31,55,127,NO
Sales Analytics,Sulawesi,2019Q3,1875.09,9766.19,0.3,0.25,12,56,NO
Customer Success,NTB,2019Q3,3290.9,4140.94,0.12,0.28,21,110,NO
Sales Training,Bali,2019Q3,10770.88,5921.15,0.33,0.36,94,338,YES
Strategic Partnerships,Jawa,2019Q3,4426.01,7995.36,0.49,0.31,29,111,NO
Sales Support,Sumatra,2019Q3,11218.59,9039.13,0.4,0.31,86,395,YES
Retail Sales,Kalimantan,2019Q3,3004.57,5136.1,0.2,0.2,25,77,NO
E-commerce Sales,Papua,2019Q3,8832.28,5528.77,0.11,0.31,62,236,YES
Enterprise Sales,Sulawesi,2019Q3,9500.99,3360.19,0.09,0.17,81,332,YES
International Sales,NTB,2019Q3,6939.06,2559.91,0.19,0.28,46,204,YES
Sales Administration,Bali,2019Q3,2315.45,1070.82,0.52,0.49,16,62,YES
Sales Engineering,Jawa,2019Q3,784.8,1581.23,0.27,0.45,4,10,NO
Sales Operations,Sumatra,2019Q3,4850.28,9356.31,0.22,0.19,37,164,NO
Inside Sales,Kalimantan,2019Q3,10239.29,7661.9,0.22,0.2,72,231,YES
Outside Sales,Papua,2019Q3,5667.5,4629.21,0.26,0.22,42,216,YES
Account Management,Sulawesi,2019Q3,7991.32,5442.34,0.08,0.15,60,114,YES
Business Development,NTB,2019Q3,7594.51,5158.44,0.21,0.2,59,312,YES
Sales Enablement,Bali,2019Q3,2897.76,1949.03,0.48,0.5,17,28,YES
Channel Sales,Jawa,2019Q3,833.24,1998.31,0.24,0.5,4,16,NO
Key Accounts,Sumatra,2019Q3,13201.37,5629.83,0.12,0.22,91,318,YES
Sales Analytics,Kalimantan,2019Q3,2149.27,7688.25,0.21,0.32,19,43,NO
Customer Success,Papua,2019Q3,8572.37,2728.49,0.37,0.28,67,181,YES
Sales Training,Sulawesi,2019Q3,10050.36,8680.9,0.14,0.36,73,195,YES
Strategic Partnerships,NTB,2019Q3,2926.76,8505.63,0.44,0.29,19,95,NO
Sales Support,Bali,2019Q3,5559.27,4549.97,0.36,0.34,42,89,YES
Retail Sales,Jawa,2019Q3,6717.53,6755.67,0.18,0.2,55,234,NO
E-commerce Sales,Sumatra,2019Q3,7362.84,11070.84,0.2,0.28,46,85,NO
Enterprise Sales,Kalimantan,2019Q3,8385.48,5574.41,0.26,0.21,67,216,YES
International Sales,Papua,2019Q3,8718.95,3140.59,0.37,0.21,64,137,YES
Sales Administration,Sulawesi,2019Q3,120.8,1119.96,0.67,0.49,2,4,NO
Sales Engineering,NTB,2019Q3,1540.03,2649.78,0.41,0.38,10,15,NO
Sales Operations,Bali,2019Q3,9790.39,5448.9,0.3,0.18,81,394,YES
Inside Sales,Jawa,2019Q3,9466.64,4311.88,0.26,0.22,77,342,YES
Outside Sales,Sumatra,2019Q3,5028.41,6934.44,0.15,0.21,37,117,NO
Account Management,Kalimantan,2019Q3,6934.09,1901.76,0.16,0.18,52,248,YES
Business Development,Papua,2019Q3,6192.02,7034.08,0.11,0.2,43,151,NO
Sales Enablement,Sulawesi,2019Q3,1170.44,2034.64,0.74,0.52,8,14,NO
Channel Sales,NTB,2019Q3,4174.57,1169.68,0.78,0.5,32,50,YES
Key Accounts,Bali,2019Q3,757.26,3007.51,0.39,0.25,4,13,NO
Sales Analytics,Jawa,2019Q3,6560.82,9312.17,0.43,0.31,41,198,NO
Customer Success,Sumatra,2019Q3,2596.13,5537.89,0.27,0.21,17,47,NO
Sales Training,Kalimantan,2019Q3,4463.71,10520.27,0.51,0.35,38,67,NO
Strategic Partnerships,Papua,2019Q3,10321.95,7509.33,0.52,0.34,77,339,YES
Sales Support,Sulawesi,2019Q3,9754.26,9875.02,0.26,0.33,72,222,NO
Retail Sales,NTB,2019Q3,8318.91,4814.15,0.1,0.23,63,247,YES
E-commerce Sales,Bali,2019Q3,14340.02,3772.81,0.19,0.28,158,710,YES
Enterprise Sales,Jawa,2019Q3,6937.4,6784.17,0.16,0.17,49,188,YES
International Sales,Sumatra,2019Q3,8212.81,4542.96,0.3,0.28,64,317,YES
Sales Administration,Kalimantan,2019Q3,3587.21,1047.61,0.36,0.47,25,124,YES
Sales Engineering,Papua,2019Q3,159.08,2649.9,0.7,0.52,3,6,NO
Sales Operations,Sulawesi,2019Q3,9140.89,9477.33,0.2,0.22,69,134,NO
Inside Sales,NTB,2019Q3,3825.2,6110.67,0.3,0.23,25,131,NO
Outside Sales,Bali,2019Q3,1790.74,9345.95,0.18,0.22,12,38,NO
Account Management,Jawa,2019Q3,5249.61,4934.68,0.11,0.18,38,136,YES
Business Development,Sumatra,2019Q3,8982.64,6639.33,0.25,0.15,62,329,YES
Sales Enablement,Kalimantan,2019Q3,1776.49,2667.65,0.7,0.5,13,41,NO
Channel Sales,Papua,2019Q3,3751.75,2836.46,0.62,0.56,28,58,YES
Key Accounts,Sulawesi,2019Q3,1590.09,3035.39,0.31,0.25,12,29,NO
Sales Analytics,NTB,2019Q3,8922.36,10311.26,0.13,0.23,63,238,NO
Customer Success,Bali,2019Q3,2867.61,2400.64,0.36,0.2,20,63,YES
Sales Training,Jawa,2019Q3,1851.78,5707.84,0.17,0.35,15,23,NO
Strategic Partnerships,Sumatra,2019Q3,10677.93,9616.98,0.26,0.31,86,383,YES
Sales Support,Kalimantan,2019Q3,1298.85,5913.34,0.14,0.39,7,33,NO
Retail Sales,Papua,2019Q3,11208.18,5190.6,0.31,0.18,82,399,YES
E-commerce Sales,Sulawesi,2019Q3,10662.8,8137.1,0.39,0.28,82,362,YES
Enterprise Sales,NTB,2019Q3,1166.52,4461.18,0.27,0.15,7,19,NO
International Sales,Bali,2019Q3,5850.61,4018.04,0.39,0.26,42,174,YES
Sales Administration,Jawa,2019Q3,2030.86,2556.73,0.22,0.41,15,33,NO
Sales Engineering,Sumatra,2019Q3,540.94,1973.21,0.22,0.5,2,6,NO
Sales Operations,Kalimantan,2019Q3,8923.28,8290.13,0.27,0.17,67,319,YES
Inside Sales,Papua,2019Q3,6535.67,9618.25,0.17,0.22,46,75,NO
Outside Sales,Sulawesi,2019Q3,5461.05,5199.18,0.2,0.19,42,154,YES
Account Management,NTB,2019Q3,6411.02,1839.95,0.26,0.16,42,83,YES
Business Development,Bali,2019Q3,8561.83,6810.13,0.16,0.19,63,178,YES
Sales Enablement,Jawa,2019Q3,1885.3,3366.16,0.26,0.48,13,62,NO
Channel Sales,Sumatra,2019Q3,1450.19,3549.69,0.78,0.46,11,23,NO
Key Accounts,Kalimantan,2019Q3,11547.11,4021.64,0.43,0.33,78,394,YES
Sales Analytics,Papua,2019Q3,11563.77,6344.65,0.42,0.31,90,290,YES
Customer Success,Sulawesi,2019Q3,6178.22,7496.94,0.22,0.24,41,171,NO
Sales Training,NTB,2019Q3,10978.26,9088.8,0.16,0.33,85,378,YES
Strategic Partnerships,Bali,2019Q3,2636.48,9009.44,0.18,0.36,17,66,NO
Sales Support,Jawa,2019Q3,413.63,3541.01,0.22,0.34,2,4,NO
Retail Sales,Sumatra,2019Q3,9162.59,5529.38,0.24,0.18,72,243,YES
E-commerce Sales,Kalimantan,2019Q3,8582.51,10294.28,0.26,0.24,69,137,NO
Enterprise Sales,Papua,2019Q3,2393.87,2345.11,0.12,0.2,16,35,YES
International Sales,Sulawesi,2019Q3,956.86,4196.22,0.33,0.29,6,17,NO
Sales Administration,NTB,2019Q3,267.32,1856.82,0.18,0.49,3,8,NO
Sales Engineering,Bali,2019Q3,1802.82,1360.8,0.68,0.45,13,33,YES
Sales Operations,Jawa,2019Q3,9681.62,9677.65,0.17,0.22,72,213,YES
Inside Sales,Sumatra,2019Q3,9116.82,4548.33,0.14,0.18,62,230,YES
Outside Sales,Kalimantan,2019Q3,1735.71,3870.32,0.09,0.22,10,34,NO
Account Management,Papua,2019Q3,7676.99,2528.17,0.19,0.18,62,164,YES
Business Development,Sulawesi,2019Q3,6309.95,3310.88,0.12,0.17,49,229,YES
Sales Enablement,NTB,2019Q3,1188.29,1455.63,0.54,0.6,7,20,NO
Channel Sales,Bali,2019Q3,1277.27,1351.54,0.48,0.42,7,28,NO
Key Accounts,Jawa,2019Q3,11973.79,7914.02,0.41,0.3,91,329,YES
Sales Analytics,Sumatra,2019Q3,4877.56,8294.55,0.37,0.28,36,152,NO
Customer Success,Kalimantan,2019Q3,8833.12,7589.67,0.2,0.29,72,122,YES
Sales Training,Papua,2019Q3,13643.69,5642.4,0.39,0.31,110,438,YES
Strategic Partnerships,Sulawesi,2019Q3,6360.38,10477.1,0.29,0.33,47,107,NO
Sales Support,NTB,2019Q3,2258.53,4291.6,0.42,0.31,17,91,NO
Retail Sales,Bali,2019Q3,10548.47,6536.72,0.14,0.18,80,339,YES
E-commerce Sales,Jawa,2019Q3,8981.88,5743.11,0.34,0.31,68,233,YES
Enterprise Sales,Sumatra,2019Q3,5805.39,6403.73,0.08,0.2,37,148,NO
International Sales,Kalimantan,2019Q3,2629.2,4597.09,0.28,0.26,20,100,NO
Sales Administration,Papua,2019Q3,1555.95,1634.25,0.68,0.54,12,44,NO
Sales Engineering,Sulawesi,2019Q3,3377.58,859.79,0.63,0.47,21,107,YES
Sales Operations,NTB,2019Q3,8187.02,8413.19,0.1,0.16,54,262,NO
Inside Sales,Bali,2019Q3,4472.42,3729.76,0.22,0.18,37,70,YES
Outside Sales,Jawa,2019Q3,9257.19,9150.35,0.12,0.18,63,145,YES
Account Management,Sumatra,2019Q3,6996.4,3880.41,0.19,0.2,52,103,YES
Business Development,Kalimantan,2019Q3,3180.93,2238.91,0.24,0.15,25,76,YES
Sales Enablement,Papua,2019Q3,350.13,3172.11,0.4,0.46,3,13,NO
Channel Sales,Sulawesi,2019Q3,530.71,2323.07,0.76,0.44,2,5,NO
Key Accounts,NTB,2019Q3,6373.5,8075.68,0.18,0.31,46,201,NO
Sales Analytics,Bali,2019Q3,7779.22,4793.48,0.2,0.32,58,295,YES
Customer Success,Jawa,2019Q3,9902.28,4379.87,0.11,0.22,80,278,YES
Sales Training,Sumatra,2019Q3,705.95,9860.41,0.34,0.27,6,9,NO
Strategic Partnerships,Kalimantan,2019Q3,4575,5642.28,0.39,0.35,36,160,NO
Sales Support,Papua,2019Q3,1293.85,4161,0.33,0.31,6,19,NO
Retail Sales,Sulawesi,2019Q3,4698.71,5362.64,0.15,0.16,30,96,NO
E-commerce Sales,NTB,2019Q3,4659.53,7222.81,0.41,0.32,32,133,NO
Enterprise Sales,Bali,2019Q3,5167.34,6205.27,0.2,0.15,42,213,NO
International Sales,Jawa,2019Q3,5094,2064.12,0.33,0.29,32,157,YES
Sales Administration,Sumatra,2019Q3,1608.34,2683.86,0.32,0.49,12,51,NO
Sales Engineering,Kalimantan,2019Q3,2776.03,2807.58,0.7,0.43,17,52,NO
Sales Operations,Papua,2019Q3,11802.35,5654.01,0.09,0.17,78,141,YES
Inside Sales,Sulawesi,2019Q3,2939.26,4724.21,0.11,0.16,21,96,NO
Outside Sales,NTB,2019Q3,5537.44,5069.43,0.18,0.17,37,83,YES
Account Management,Bali,2019Q3,3999.11,5360.07,0.1,0.19,30,106,NO
Business Development,Jawa,2019Q3,3310.54,4824.83,0.15,0.17,21,81,NO
Sales Enablement,Sumatra,2019Q3,922.57,1189.27,0.3,0.5,4,9,NO
Channel Sales,Kalimantan,2019Q3,4600.92,2362.62,0.32,0.46,38,132,YES
Key Accounts,Papua,2019Q3,3965.64,3708.62,0.19,0.23,32,101,YES
Sales Analytics,Sulawesi,2019Q3,13767.43,7745.62,0.17,0.32,150,741,YES
Customer Success,NTB,2019Q3,5034.78,3442.51,0.16,0.21,38,182,YES
Sales Training,Bali,2019Q3,12508.7,8982.42,0.27,0.27,137,315,YES
Strategic Partnerships,Jawa,2019Q3,13088.97,4715.91,0.22,0.33,125,296,YES
Sales Support,Sumatra,2019Q3,4224.51,4388.74,0.14,0.26,29,61,NO
Retail Sales,Kalimantan,2019Q3,4314.69,2763.45,0.18,0.18,32,148,YES
E-commerce Sales,Papua,2019Q3,11916.87,6554.83,0.14,0.23,86,247,YES
Enterprise Sales,Sulawesi,2019Q3,2251.86,4915.96,0.08,0.21,19,83,NO
International Sales,NTB,2019Q3,10375.57,7980.55,0.35,0.27,81,141,YES
Sales Administration,Bali,2019Q3,1806.54,1792.79,0.43,0.38,15,23,YES
Sales Engineering,Jawa,2019Q3,1728.75,2007.89,0.5,0.45,11,27,NO
Sales Operations,Sumatra,2019Q3,10167.43,3060.93,0.28,0.22,72,356,YES
Inside Sales,Kalimantan,2019Q3,7012.2,3901.99,0.14,0.18,49,145,YES
Outside Sales,Papua,2019Q3,5565.86,4956.25,0.24,0.23,37,162,YES
Account Management,Sulawesi,2019Q3,7714.14,6047.14,0.08,0.17,60,193,YES
Business Development,NTB,2019Q3,1412.2,2585.62,0.22,0.15,11,52,NO
